,teamname,league,date,blue_side,gamelength,game,result,teamkills,teamdeaths,firstblood,dragons,barons,opp_barons,towers,opp_towers,inhibitors,opp_inhibitors,damagetochampions,damagetakenperminute,wardsplaced,wardskilled,controlwardsbought,totalgold,gspd
128,INTZ,CBLOL,2021-01-16 19:07:14,1,2128,1.0,0,8,19,1.0,1.0,0.0,2.0,5.0,9.0,0.0,3.0,47584.0,2727.6598,125.0,46.0,51.0,60610,-0.0311949
129,Cruzeiro eSports,CBLOL,2021-01-16 19:07:14,0,2128,1.0,1,18,8,0.0,4.0,2.0,0.0,9.0,5.0,3.0,0.0,54992.0,2124.3327,108.0,42.0,46.0,66446,0.0311949
130,Flamengo Esports,CBLOL,2021-01-16 20:11:49,1,1680,1.0,1,18,3,0.0,4.0,1.0,0.0,10.0,1.0,2.0,0.0,65333.0,2581.7857,104.0,55.0,48.0,53927,0.168973
131,Vorax Liberty,CBLOL,2021-01-16 20:11:49,0,1680,1.0,0,3,18,1.0,0.0,0.0,1.0,1.0,10.0,0.0,2.0,38570.0,3247.5714,93.0,37.0,34.0,40323,-0.168973
132,Evil Geniuses,LCS,2021-01-16 20:33:46,1,1648,1.0,1,17,3,1.0,4.0,1.0,0.0,9.0,0.0,1.0,0.0,43096.0,2661.2257,77.0,48.0,25.0,54045,0.105201
133,Immortals,LCS,2021-01-16 20:33:46,0,1648,1.0,0,3,17,0.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,32814.0,2491.0558,84.0,34.0,35.0,40934,-0.105201
134,Golden Guardians,LCS,2021-01-16 21:34:22,1,2238,1.0,0,11,11,1.0,3.0,0.0,2.0,5.0,10.0,0.0,2.0,74167.0,2808.4182,161.0,65.0,61.0,61955,0.0425921
135,TSM,LCS,2021-01-16 21:34:22,0,2238,1.0,1,11,11,0.0,3.0,2.0,0.0,10.0,5.0,2.0,0.0,73062.0,2925.2547,166.0,49.0,54.0,65527,-0.0425921
136,Cloud9,LCS,2021-01-16 22:39:51,0,1382,1.0,1,12,0,1.0,4.0,1.0,0.0,10.0,1.0,2.0,0.0,34851.0,2256.165,74.0,28.0,29.0,45904,0.247674
137,FlyQuest,LCS,2021-01-16 22:39:51,1,1382,1.0,0,0,12,0.0,0.0,0.0,1.0,1.0,10.0,0.0,2.0,23843.0,2523.8205,63.0,28.0,24.0,33668,-0.247674
138,Immortals,LCS,2021-01-16 23:32:56,1,1540,1.0,1,25,5,1.0,4.0,1.0,0.0,9.0,1.0,1.0,0.0,62251.0,2130.8571,80.0,26.0,34.0,55495,0.237617
139,Dignitas,LCS,2021-01-16 23:32:56,0,1540,1.0,0,5,25,0.0,0.0,0.0,1.0,1.0,9.0,0.0,1.0,32702.0,3288.7403,64.0,28.0,31.0,38440,-0.237617
140,Counter Logic Gaming,LCS,2021-01-17 00:26:26,1,2692,1.0,1,28,25,0.0,4.0,2.0,1.0,8.0,3.0,2.0,0.0,129704.0,3121.003,150.0,87.0,58.0,83482,-0.0183958
141,100 Thieves,LCS,2021-01-17 00:26:26,0,2692,1.0,0,25,29,1.0,3.0,1.0,2.0,3.0,8.0,0.0,2.0,107876.0,3762.3031,204.0,66.0,80.0,79379,0.0183958
142,Victory Five,LPL,2021-01-17 01:21:58,1,1911,1.0,0,3,16,0.0,1.0,0.0,1.0,1.0,10.0,0.0,2.0,43062.0,2572.9042,93.0,48.0,38.0,48797,-0.107311
143,LGD Gaming,LPL,2021-01-17 01:21:58,0,1911,1.0,1,16,3,1.0,4.0,1.0,0.0,10.0,1.0,2.0,0.0,52224.0,2441.0675,106.0,56.0,42.0,63542,0.107311
144,LGD Gaming,LPL,2021-01-17 02:19:34,1,1680,2.0,0,4,15,0.0,1.0,0.0,2.0,3.0,10.0,0.0,2.0,33503.0,2898.3571,80.0,37.0,29.0,44922,-0.127243
145,Victory Five,LPL,2021-01-17 02:19:34,0,1680,2.0,1,15,4,1.0,3.0,2.0,0.0,10.0,3.0,2.0,0.0,57382.0,2551.8929,83.0,23.0,25.0,57285,0.127243
146,Nongshim RedForce,LCK,2021-01-17 06:05:53,1,1685,1.0,0,5,18,0.0,0.0,0.0,1.0,0.0,11.0,0.0,2.0,38312.0,3721.5668,99.0,29.0,38.0,41071,-0.30791
147,DWG KIA,LCK,2021-01-17 06:05:53,0,1685,1.0,1,18,5,1.0,3.0,1.0,0.0,11.0,0.0,2.0,0.0,78784.0,2807.5371,89.0,51.0,37.0,60312,0.30791
148,DWG KIA,LCK,2021-01-17 08:36:38,1,1740,2.0,1,11,4,1.0,3.0,1.0,0.0,11.0,1.0,3.0,0.0,68250.0,2355.7241,88.0,45.0,42.0,58159,0.148501
149,Nongshim RedForce,LCK,2021-01-17 08:36:38,0,1740,2.0,0,4,11,0.0,1.0,0.0,1.0,1.0,11.0,0.0,3.0,33246.0,3302.1379,99.0,37.0,38.0,43196,-0.148501
150,ThunderTalk Gaming,LPL,2021-01-17 09:18:54,0,2148,1.0,0,7,17,0.0,2.0,0.0,1.0,4.0,8.0,0.0,1.0,62269.0,2202.1229,133.0,69.0,54.0,59254,-0.0605049
151,LNG Esports,LPL,2021-01-17 09:18:54,1,2148,1.0,1,17,7,1.0,3.0,1.0,0.0,8.0,4.0,1.0,0.0,58252.0,2774.8045,135.0,76.0,39.0,69081,0.0605049
152,Kwangdong Freecs,LCK,2021-01-17 09:30:59,1,1874,1.0,1,20,11,1.0,4.0,1.0,0.0,8.0,2.0,1.0,0.0,63147.0,2578.3671,122.0,62.0,57.0,61329,0.0411082
153,Fredit BRION,LCK,2021-01-17 09:30:59,0,1874,1.0,0,11,20,0.0,0.0,0.0,1.0,2.0,8.0,0.0,1.0,53382.0,2996.8623,117.0,57.0,49.0,54639,-0.0411082
154,ThunderTalk Gaming,LPL,2021-01-17 10:17:19,1,2436,2.0,1,6,6,0.0,4.0,2.0,0.0,8.0,3.0,2.0,0.0,63803.0,3441.6749,157.0,78.0,72.0,69732,0.0700536
155,LNG Esports,LPL,2021-01-17 10:17:19,0,2436,2.0,0,6,6,1.0,1.0,0.0,2.0,3.0,8.0,0.0,2.0,103080.0,2449.2857,141.0,68.0,46.0,65314,-0.0700536
156,Fredit BRION,LCK,2021-01-17 11:13:10,1,2420,2.0,0,13,19,0.0,1.0,0.0,2.0,3.0,11.0,0.0,6.0,84262.0,3004.7355,154.0,78.0,65.0,70269,-0.0315272
157,Kwangdong Freecs,LCK,2021-01-17 11:13:10,0,2420,2.0,1,19,13,1.0,5.0,2.0,0.0,11.0,3.0,6.0,0.0,91318.0,3093.4711,170.0,89.0,66.0,77536,0.0315272
158,Team WE,LPL,2021-01-17 11:14:41,1,1782,1.0,0,9,19,0.0,0.0,0.0,1.0,2.0,8.0,0.0,1.0,40606.0,2620.6061,113.0,42.0,44.0,48182,-0.149075
159,Invictus Gaming,LPL,2021-01-17 11:14:41,0,1782,1.0,1,19,9,1.0,4.0,1.0,0.0,8.0,2.0,1.0,0.0,64586.0,2619.7306,85.0,62.0,42.0,59343,0.149075
160,LNG Esports,LPL,2021-01-17 11:20:32,1,1835,3.0,1,11,4,0.0,3.0,2.0,0.0,9.0,2.0,1.0,0.0,46622.0,2069.5913,120.0,61.0,38.0,60979,0.0927755
161,ThunderTalk Gaming,LPL,2021-01-17 11:20:32,0,1835,3.0,0,4,11,1.0,2.0,0.0,2.0,2.0,9.0,0.0,1.0,28191.0,2180.5014,111.0,53.0,46.0,49226,-0.0927755
162,Invictus Gaming,LPL,2021-01-17 12:03:55,0,1799,2.0,0,9,17,0.0,3.0,0.0,2.0,1.0,10.0,0.0,2.0,43844.0,2793.7854,87.0,44.0,46.0,46684,-0.162269
163,Team WE,LPL,2021-01-17 12:03:55,1,1799,2.0,1,17,9,1.0,2.0,2.0,0.0,10.0,1.0,2.0,0.0,60222.0,2319.6887,99.0,42.0,39.0,60957,0.162269
164,Team WE,LPL,2021-01-17 12:52:40,1,1476,3.0,1,20,4,1.0,1.0,1.0,0.0,8.0,2.0,1.0,0.0,35030.0,2596.9919,74.0,31.0,27.0,49409,0.173916
165,Invictus Gaming,LPL,2021-01-17 12:52:40,0,1476,3.0,0,4,20,0.0,2.0,0.0,1.0,2.0,8.0,0.0,1.0,38154.0,2389.3902,70.0,27.0,25.0,38006,-0.173916
166,RED Canids,CBLOL,2021-01-17 15:42:55,1,1775,1.0,1,20,7,0.0,3.0,1.0,0.0,10.0,2.0,2.0,0.0,62260.0,2775.3803,91.0,35.0,47.0,59241,0.228571
167,INTZ,CBLOL,2021-01-17 15:42:55,0,1775,1.0,0,7,20,1.0,1.0,0.0,1.0,2.0,10.0,0.0,2.0,43957.0,2923.4704,96.0,31.0,48.0,47584,-0.228571
168,FURIA,CBLOL,2021-01-17 16:45:42,1,1419,1.0,0,3,13,0.0,1.0,0.0,1.0,2.0,8.0,0.0,1.0,28741.0,2759.2812,67.0,32.0,33.0,37464,-0.0504224
169,LOUD,CBLOL,2021-01-17 16:45:42,0,1419,1.0,1,13,3,1.0,2.0,1.0,0.0,8.0,2.0,1.0,0.0,47777.0,2419.7886,91.0,32.0,29.0,45972,0.0504224
170,Vorax Liberty,CBLOL,2021-01-17 17:31:39,1,1902,1.0,0,4,16,0.0,0.0,0.0,1.0,3.0,9.0,0.0,2.0,50545.0,2521.0726,114.0,43.0,58.0,47661,-0.116129
171,Rensga eSports,CBLOL,2021-01-17 17:31:39,0,1902,1.0,1,16,4,1.0,5.0,1.0,0.0,9.0,3.0,2.0,0.0,58713.0,2425.836,116.0,52.0,48.0,58762,0.116129
172,KaBuM! e-Sports,CBLOL,2021-01-17 18:29:35,1,1609,1.0,0,4,19,0.0,0.0,0.0,1.0,2.0,11.0,0.0,2.0,29690.0,2846.9236,87.0,23.0,37.0,40174,-0.225727
173,Flamengo Esports,CBLOL,2021-01-17 18:29:35,0,1609,1.0,1,19,4,1.0,4.0,1.0,0.0,11.0,2.0,2.0,0.0,58534.0,2076.5444,85.0,40.0,42.0,53928,0.225727
174,paiN Gaming,CBLOL,2021-01-17 19:23:56,0,1572,1.0,1,31,5,0.0,4.0,1.0,0.0,11.0,2.0,3.0,0.0,70026.0,2966.145,79.0,40.0,32.0,56828,0.135048
175,Cruzeiro eSports,CBLOL,2021-01-17 19:23:56,1,1572,1.0,0,5,31,1.0,0.0,0.0,1.0,2.0,11.0,0.0,3.0,42268.0,3424.8855,80.0,17.0,33.0,41023,-0.135048
176,Cloud9,LCS,2021-01-17 20:38:06,1,1826,1.0,1,19,4,1.0,4.0,1.0,0.0,11.0,1.0,2.0,0.0,56919.0,2402.3658,127.0,52.0,39.0,62694,0.227421
177,Immortals,LCS,2021-01-17 20:38:06,0,1826,1.0,0,4,19,0.0,0.0,0.0,1.0,1.0,11.0,0.0,2.0,49139.0,2655.7065,97.0,49.0,38.0,47529,-0.227421
178,100 Thieves,LCS,2021-01-17 21:38:28,1,1755,1.0,1,16,6,0.0,3.0,1.0,0.0,9.0,2.0,1.0,0.0,46396.0,2396.2735,103.0,42.0,43.0,57493,0.0176166
179,Team Liquid,LCS,2021-01-17 21:38:28,0,1755,1.0,0,6,16,1.0,1.0,0.0,1.0,2.0,9.0,0.0,1.0,36999.0,2785.8803,84.0,36.0,31.0,48339,-0.0176166
180,Dignitas,LCS,2021-01-17 22:34:58,1,2019,1.0,0,14,25,1.0,0.0,1.0,1.0,3.0,10.0,0.0,2.0,76783.0,3319.9703,95.0,48.0,50.0,58154,-0.12378
181,Evil Geniuses,LCS,2021-01-17 22:34:58,0,2019,1.0,1,25,14,0.0,4.0,1.0,1.0,10.0,3.0,2.0,0.0,88893.0,3299.4651,109.0,49.0,40.0,67194,0.12378
182,TSM,LCS,2021-01-17 23:33:10,1,1930,1.0,1,18,7,1.0,5.0,1.0,1.0,11.0,3.0,2.0,0.0,80166.0,2705.0363,96.0,38.0,38.0,61062,-0.0192404
183,Counter Logic Gaming,LCS,2021-01-17 23:33:10,0,1930,1.0,0,7,18,0.0,0.0,1.0,1.0,3.0,11.0,0.0,2.0,52678.0,3269.9067,87.0,38.0,40.0,53007,0.0192404
184,Team Liquid,LCS,2021-01-18 00:34:58,1,1525,1.0,1,19,6,1.0,1.0,1.0,0.0,9.0,1.0,2.0,0.0,59711.0,2606.3607,61.0,40.0,23.0,51622,0.0815933
185,Golden Guardians,LCS,2021-01-18 00:34:58,0,1525,1.0,0,6,19,0.0,3.0,0.0,1.0,1.0,9.0,0.0,2.0,38312.0,2820.1967,86.0,22.0,37.0,38531,-0.0815933
186,Oh My God,LPL,2021-01-18 09:20:47,0,2104,1.0,1,27,14,0.0,3.0,2.0,0.0,8.0,4.0,1.0,0.0,94010.0,3777.9183,120.0,59.0,46.0,68855,0.0931662
187,eStar,LPL,2021-01-18 09:20:47,1,2104,1.0,0,14,27,1.0,2.0,0.0,2.0,4.0,8.0,0.0,1.0,79496.0,3664.8194,156.0,59.0,52.0,60229,-0.0931662
188,eStar,LPL,2021-01-18 10:17:05,1,1670,2.0,1,10,1,1.0,3.0,0.0,0.0,7.0,2.0,1.0,0.0,34687.0,2251.3653,90.0,38.0,37.0,52363,0.122513
189,Oh My God,LPL,2021-01-18 10:17:05,0,1670,2.0,0,1,10,0.0,1.0,0.0,0.0,2.0,7.0,0.0,1.0,23959.0,1731.8802,79.0,35.0,28.0,42323,-0.122513
190,Oh My God,LPL,2021-01-18 11:04:48,1,1783,3.0,0,10,20,1.0,3.0,1.0,0.0,3.0,7.0,0.0,1.0,53760.0,3436.1189,79.0,41.0,35.0,51315,-0.035551
191,eStar,LPL,2021-01-18 11:04:48,0,1783,3.0,1,20,10,0.0,1.0,0.0,1.0,7.0,3.0,1.0,0.0,70904.0,2723.1856,100.0,43.0,38.0,56100,0.035551
192,Bilibili Gaming,LPL,2021-01-18 11:18:14,1,1826,1.0,1,19,6,1.0,3.0,1.0,0.0,11.0,2.0,2.0,0.0,70126.0,2346.8675,87.0,50.0,35.0,61707,0.228143
193,Victory Five,LPL,2021-01-18 11:18:14,0,1826,1.0,0,6,19,0.0,2.0,0.0,1.0,2.0,11.0,0.0,2.0,47199.0,3112.0811,105.0,39.0,27.0,45728,-0.228143
194,Victory Five,LPL,2021-01-18 12:09:31,1,2033,2.0,1,22,13,0.0,1.0,1.0,1.0,11.0,4.0,2.0,0.0,95259.0,3382.9611,100.0,66.0,31.0,67425,0.0786101
195,Bilibili Gaming,LPL,2021-01-18 12:09:31,0,2033,2.0,0,13,22,1.0,3.0,1.0,1.0,4.0,11.0,0.0,2.0,72741.0,3809.4245,135.0,44.0,44.0,58949,-0.0786101
196,Bilibili Gaming,LPL,2021-01-18 13:05:38,1,2206,3.0,0,13,19,1.0,1.0,0.0,2.0,6.0,10.0,0.0,2.0,80155.0,3101.4778,115.0,37.0,51.0,62452,-0.0620381
197,Victory Five,LPL,2021-01-18 13:05:38,0,2206,3.0,1,19,13,0.0,3.0,2.0,0.0,10.0,6.0,2.0,0.0,78573.0,3374.6328,94.0,48.0,36.0,69001,0.0620381
198,FunPlus Phoenix,LPL,2021-01-19 09:18:37,0,1535,1.0,1,19,6,0.0,4.0,1.0,0.0,10.0,1.0,2.0,0.0,75474.0,2529.772,86.0,42.0,39.0,55028,0.250237
199,Rogue Warriors,LPL,2021-01-19 09:18:37,1,1535,1.0,0,6,19,1.0,0.0,0.0,1.0,1.0,10.0,0.0,2.0,28094.0,3799.9349,91.0,39.0,36.0,40050,-0.250237
200,Rogue Warriors,LPL,2021-01-19 10:02:00,0,1370,2.0,0,13,25,0.0,1.0,0.0,1.0,1.0,8.0,0.0,1.0,45393.0,3575.9124,77.0,33.0,34.0,39328,-0.117131
201,FunPlus Phoenix,LPL,2021-01-19 10:02:00,1,1370,2.0,1,25,13,1.0,2.0,1.0,0.0,8.0,1.0,1.0,0.0,63674.0,3125.6934,75.0,41.0,29.0,50005,0.117131
202,EDward Gaming,LPL,2021-01-19 10:55:37,1,1669,1.0,1,16,4,1.0,3.0,1.0,0.0,8.0,1.0,1.0,0.0,46528.0,2351.8993,78.0,44.0,35.0,54946,0.118031
203,LGD Gaming,LPL,2021-01-19 10:55:37,0,1669,1.0,0,4,16,0.0,1.0,0.0,1.0,1.0,8.0,0.0,1.0,40540.0,2350.2816,86.0,32.0,34.0,43919,-0.118031
204,LGD Gaming,LPL,2021-01-19 11:43:35,1,2227,2.0,0,16,23,1.0,2.0,1.0,0.0,6.0,8.0,0.0,1.0,84421.0,3228.1994,136.0,47.0,48.0,65855,-0.0476674
205,EDward Gaming,LPL,2021-01-19 11:43:35,0,2227,2.0,1,23,16,0.0,3.0,0.0,1.0,8.0,6.0,1.0,0.0,81200.0,3032.5999,97.0,76.0,42.0,69174,0.0476674
206,Liiv SANDBOX,LCK,2021-01-20 07:19:14,1,2054,1.0,1,15,8,0.0,5.0,1.0,0.0,9.0,7.0,2.0,1.0,48110.0,1829.4158,149.0,71.0,53.0,65484,0.00444741
207,Kwangdong Freecs,LCK,2021-01-20 07:19:14,0,2054,1.0,0,8,15,1.0,0.0,0.0,1.0,7.0,9.0,1.0,2.0,38617.0,2415.2191,130.0,79.0,54.0,60350,-0.00444741
208,Kwangdong Freecs,LCK,2021-01-20 08:43:46,1,1554,2.0,0,1,18,0.0,0.0,0.0,1.0,2.0,9.0,0.0,2.0,26356.0,2649.8842,86.0,36.0,47.0,38233,-0.25067
209,Liiv SANDBOX,LCK,2021-01-20 08:43:46,0,1554,2.0,1,18,1,1.0,3.0,1.0,0.0,9.0,2.0,2.0,0.0,47526.0,1696.6023,95.0,41.0,39.0,53184,0.25067
210,Invictus Gaming,LPL,2021-01-20 09:17:06,1,1947,1.0,1,14,6,0.0,4.0,2.0,0.0,9.0,3.0,2.0,0.0,50108.0,2159.5994,124.0,35.0,53.0,63454,0.115553
211,eStar,LPL,2021-01-20 09:17:06,0,1947,1.0,0,6,14,1.0,1.0,0.0,2.0,3.0,9.0,0.0,2.0,38154.0,2071.433,96.0,65.0,41.0,53155,-0.115553
212,DRX,LCK,2021-01-20 09:44:50,1,1910,1.0,0,5,10,1.0,2.0,0.0,1.0,5.0,8.0,0.0,1.0,39993.0,2732.7644,138.0,51.0,46.0,53777,0.0683168
213,Nongshim RedForce,LCK,2021-01-20 09:44:50,0,1910,1.0,1,10,6,0.0,2.0,1.0,0.0,8.0,5.0,1.0,0.0,54336.0,2245.8534,108.0,77.0,43.0,59235,-0.0683168
214,eStar,LPL,2021-01-20 10:10:00,0,1404,2.0,0,8,21,0.0,1.0,0.0,1.0,0.0,10.0,0.0,2.0,35746.0,3530.2564,61.0,23.0,31.0,35946,-0.21071
215,Invictus Gaming,LPL,2021-01-20 10:10:00,1,1404,2.0,1,21,8,1.0,2.0,1.0,0.0,10.0,0.0,2.0,0.0,65098.0,2845.4701,56.0,33.0,31.0,50802,0.21071
216,Rare Atom,LPL,2021-01-20 11:09:31,1,1811,1.0,1,10,6,1.0,4.0,1.0,0.0,10.0,1.0,1.0,0.0,57754.0,2281.0933,128.0,67.0,44.0,57433,0.0646507
217,Suning,LPL,2021-01-20 11:09:31,0,1811,1.0,0,6,10,0.0,1.0,0.0,1.0,1.0,10.0,0.0,1.0,40261.0,2630.4914,123.0,54.0,50.0,47479,-0.0646507
218,Nongshim RedForce,LCK,2021-01-20 11:16:28,1,2010,2.0,0,7,22,1.0,2.0,0.0,1.0,3.0,11.0,0.0,2.0,59403.0,3263.7015,93.0,56.0,30.0,55294,-0.144499
219,DRX,LCK,2021-01-20 11:16:28,0,2010,2.0,1,22,7,0.0,3.0,1.0,0.0,11.0,3.0,2.0,0.0,77207.0,3023.2537,122.0,45.0,45.0,66219,0.144499
220,Rare Atom,LPL,2021-01-20 11:59:19,1,2494,2.0,1,19,9,1.0,4.0,2.0,0.0,7.0,3.0,1.0,0.0,107577.0,3358.3641,211.0,90.0,53.0,75549,0.0574358
221,Suning,LPL,2021-01-20 11:59:19,0,2494,2.0,0,9,19,0.0,3.0,0.0,2.0,3.0,7.0,0.0,1.0,101612.0,3268.34,157.0,116.0,58.0,67559,-0.0574358
222,DRX,LCK,2021-01-20 12:23:17,1,2588,3.0,1,23,12,1.0,4.0,1.0,1.0,7.0,5.0,2.0,0.0,84310.0,3217.4652,145.0,73.0,51.0,79597,-0.0629852
223,Nongshim RedForce,LCK,2021-01-20 12:23:17,0,2588,3.0,0,12,23,0.0,3.0,1.0,1.0,5.0,7.0,0.0,2.0,81959.0,3005.9119,203.0,81.0,60.0,77868,0.0629852
224,T1,LCK,2021-01-21 06:46:58,1,2245,1.0,1,13,8,0.0,4.0,1.0,0.0,10.0,4.0,2.0,1.0,62731.0,2424.3742,158.0,93.0,53.0,69096,0.023317
225,Gen.G,LCK,2021-01-21 06:46:58,0,2245,1.0,0,8,13,1.0,1.0,0.0,1.0,4.0,10.0,1.0,2.0,52476.0,2804.2851,183.0,83.0,53.0,62733,-0.023317
226,T1,LCK,2021-01-21 08:43:30,0,1646,2.0,0,5,16,0.0,1.0,0.0,1.0,0.0,11.0,0.0,2.0,43268.0,3021.1057,94.0,42.0,34.0,42271,-0.213227
227,Gen.G,LCK,2021-01-21 08:43:30,1,1646,2.0,1,15,6,1.0,3.0,1.0,0.0,11.0,0.0,2.0,0.0,61651.0,2939.3074,103.0,55.0,39.0,56542,0.213227
228,ThunderTalk Gaming,LPL,2021-01-21 09:18:51,1,1740,1.0,0,6,18,1.0,2.0,0.0,1.0,1.0,11.0,0.0,3.0,36742.0,2974.4483,79.0,38.0,33.0,45534,-0.203274
229,Team WE,LPL,2021-01-21 09:18:51,0,1740,1.0,1,18,6,0.0,2.0,1.0,0.0,11.0,1.0,3.0,0.0,64451.0,2623.1379,81.0,42.0,29.0,60783,0.203274
230,T1,LCK,2021-01-21 09:37:01,1,2038,3.0,0,11,17,1.0,1.0,0.0,1.0,3.0,8.0,0.0,1.0,55328.0,2295.3386,144.0,82.0,58.0,56734,0.0212746
231,Gen.G,LCK,2021-01-21 09:37:01,0,2038,3.0,1,17,11,0.0,3.0,1.0,0.0,8.0,3.0,1.0,0.0,53534.0,2392.2277,162.0,86.0,46.0,63026,-0.0212746
232,ThunderTalk Gaming,LPL,2021-01-21 10:09:38,1,1510,2.0,0,5,23,0.0,0.0,0.0,1.0,0.0,10.0,0.0,2.0,41327.0,3807.1391,75.0,28.0,29.0,38220,-0.246878
233,Team WE,LPL,2021-01-21 10:09:38,0,1510,2.0,1,23,5,1.0,4.0,1.0,0.0,10.0,0.0,2.0,0.0,76765.0,3212.9007,78.0,38.0,24.0,55226,0.246878
234,DWG KIA,LCK,2021-01-21 10:36:05,1,2184,1.0,0,5,15,0.0,2.0,0.0,2.0,5.0,8.0,0.0,1.0,65699.0,2967.1978,147.0,80.0,66.0,60892,-0.0935266
235,Fredit BRION,LCK,2021-01-21 10:36:05,0,2184,1.0,1,15,5,1.0,3.0,2.0,0.0,8.0,5.0,1.0,0.0,78007.0,2331.6209,168.0,90.0,59.0,67501,0.0935266
236,Oh My God,LPL,2021-01-21 11:07:39,1,2416,1.0,0,18,28,1.0,3.0,2.0,1.0,4.0,8.0,0.0,1.0,91335.0,3989.1805,181.0,75.0,59.0,70263,-0.0435172
237,Royal Never Give Up,LPL,2021-01-21 11:07:39,0,2416,1.0,1,28,18,0.0,3.0,1.0,2.0,8.0,4.0,1.0,0.0,133052.0,3150.3228,179.0,108.0,48.0,77971,0.0435172
238,Oh My God,LPL,2021-01-21 12:09:00,0,1969,2.0,0,8,10,1.0,2.0,0.0,2.0,2.0,8.0,0.0,1.0,51691.0,2419.8984,131.0,51.0,45.0,54006,-0.0778401
239,Royal Never Give Up,LPL,2021-01-21 12:09:00,1,1969,2.0,1,10,8,0.0,3.0,2.0,0.0,8.0,2.0,1.0,0.0,44244.0,3006.9782,130.0,73.0,28.0,65334,0.0778401
240,Fredit BRION,LCK,2021-01-21 12:18:35,1,2011,2.0,1,16,8,1.0,4.0,1.0,1.0,8.0,4.0,1.0,0.0,71147.0,2752.5709,171.0,65.0,55.0,61371,0.0136534
241,DWG KIA,LCK,2021-01-21 12:18:35,0,2011,2.0,0,8,16,0.0,2.0,1.0,1.0,4.0,8.0,0.0,1.0,70044.0,3069.458,124.0,61.0,56.0,56021,-0.0136534
242,KT Rolster,LCK,2021-01-22 04:37:57,1,2001,1.0,1,18,14,0.0,3.0,2.0,0.0,8.0,3.0,1.0,0.0,69053.0,3273.7631,149.0,48.0,53.0,65195,0.00131473
243,Hanwha Life Esports,LCK,2021-01-22 04:37:57,0,2001,1.0,0,14,18,1.0,1.0,0.0,2.0,3.0,8.0,0.0,1.0,71924.0,2997.991,138.0,63.0,47.0,57361,-0.00131473
244,Hanwha Life Esports,LCK,2021-01-22 08:44:23,1,2046,2.0,1,22,16,0.0,3.0,1.0,0.0,9.0,3.0,2.0,0.0,94483.0,3711.9648,118.0,59.0,53.0,68366,0.0845421
245,KT Rolster,LCK,2021-01-22 08:44:23,0,2046,2.0,0,15,22,1.0,2.0,0.0,1.0,3.0,9.0,0.0,2.0,84372.0,3610.1466,121.0,52.0,59.0,59390,-0.0845421
246,Rare Atom,LPL,2021-01-22 09:19:00,1,2538,1.0,0,14,22,0.0,1.0,0.0,1.0,3.0,10.0,0.0,3.0,82638.0,3183.3097,144.0,73.0,47.0,69989,-0.0659263
247,Bilibili Gaming,LPL,2021-01-22 09:19:00,0,2538,1.0,1,22,14,1.0,6.0,1.0,0.0,10.0,3.0,3.0,0.0,102379.0,2788.0378,146.0,65.0,49.0,80485,0.0659263
248,Hanwha Life Esports,LCK,2021-01-22 09:48:00,0,1732,3.0,1,19,5,1.0,3.0,1.0,0.0,8.0,0.0,1.0,0.0,63179.0,3015.9353,93.0,56.0,41.0,57571,0.155591
249,KT Rolster,LCK,2021-01-22 09:48:00,1,1732,3.0,0,5,19,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,47371.0,3075.8314,102.0,37.0,38.0,43217,-0.155591
250,CERBERUS Esports,VCS,2021-01-22 09:48:11,0,2259,1.0,1,23,15,0.0,3.0,1.0,1.0,7.0,4.0,2.0,0.0,101356.0,3126.587,129.0,43.0,56.0,67774,-0.115675
251,Luxury Esports,VCS,2021-01-22 09:48:11,1,2259,1.0,0,15,23,1.0,3.0,1.0,1.0,4.0,7.0,0.0,2.0,79490.0,3540.7171,115.0,67.0,48.0,68093,0.115675
252,Bilibili Gaming,LPL,2021-01-22 10:22:00,1,2397,2.0,1,22,13,1.0,4.0,1.0,1.0,9.0,3.0,2.0,0.0,108949.0,3634.2178,145.0,85.0,56.0,75207,0.00594674
253,Rare Atom,LPL,2021-01-22 10:22:00,0,2397,2.0,0,13,22,0.0,2.0,1.0,1.0,3.0,9.0,0.0,2.0,108853.0,3685.632,182.0,78.0,49.0,70800,-0.00594674
254,DRX,LCK,2021-01-22 10:43:49,1,1943,1.0,1,16,3,1.0,1.0,2.0,0.0,11.0,3.0,3.0,0.0,72607.0,2208.8523,141.0,62.0,33.0,66133,0.187305
255,Liiv SANDBOX,LCK,2021-01-22 10:43:49,0,1943,1.0,0,3,16,0.0,3.0,0.0,2.0,3.0,11.0,0.0,3.0,43296.0,2889.1405,119.0,61.0,54.0,49818,-0.187305
256,CERBERUS Esports,VCS,2021-01-22 10:52:31,1,1378,2.0,1,16,5,1.0,2.0,1.0,0.0,9.0,3.0,1.0,0.0,39058.0,2189.1727,74.0,26.0,37.0,47358,0.16866
257,Luxury Esports,VCS,2021-01-22 10:52:31,0,1378,2.0,0,5,16,0.0,1.0,0.0,1.0,3.0,9.0,0.0,1.0,26039.0,2801.103,74.0,19.0,31.0,38267,-0.16866
258,EDward Gaming,LPL,2021-01-22 11:35:20,1,2033,1.0,1,10,10,1.0,2.0,1.0,1.0,8.0,5.0,1.0,1.0,49693.0,2903.3153,115.0,71.0,44.0,62572,0.0640538
